Product_Category,Product_Sub_Category,Price,Discount
Electronics,Smart Watches,1953.35,0.0
Clothing,Shoes,176.03,0.0
Books,Fiction,8.73,0.0
Home & Garden,Kitchen Appliances,607.71,0.0
Beauty,Beauty Tools,17.16,0.0
Books,Non-Fiction,36.87,0.0
Electronics,Smartphones,1613.0,0.0
Electronics,Smart Watches,1186.93,0.0
Beauty,Fragrances,47.89,0.0
Electronics,Headphones,861.03,0.0
Beauty,Skincare,64.87,0.0
Clothing,Mens Shirts,171.07,0.0
Books,Non-Fiction,12.69,0.0
Clothing,Womens Dresses,30.72,0.08
Sports,Cycling,485.66,0.39
Electronics,Tablets,155.95,0.0
Beauty,Makeup,90.28,0.0
Sports,Fitness Equipment,368.16,0.39
Sports,Winter Sports,359.91,0.0
Books,Comics,58.36,0.37
Clothing,Womens Dresses,33.11,0.0
Clothing,Womens Dresses,62.76,0.0
Electronics,Laptops,756.99,0.19
Books,Magazines,42.5,0.11
Electronics,Smartphones,896.0,0.0
Beauty,Personal Care,20.78,0.1
Sports,Water Sports,215.33,0.48
Home & Garden,Bedding,703.53,0.41
Clothing,Accessories,63.38,0.13
Clothing,Shoes,158.42,0.0
Clothing,Sportswear,156.13,0.0
Books,Comics,41.09,0.08
Beauty,Skincare,102.54,0.09
Clothing,Mens Shirts,24.53,0.34
Beauty,Makeup,11.07,0.0
Clothing,Mens Shirts,270.87,0.0
Electronics,Smart Watches,1257.29,0.0
Sports,Team Sports,426.27,0.34
Clothing,Jeans,260.04,0.0
Electronics,Tablets,1864.28,0.0
Sports,Outdoor Gear,96.92,0.13
Books,Fiction,40.62,0.0
Beauty,Makeup,81.25,0.0
Beauty,Makeup,139.16,0.17
Sports,Winter Sports,74.55,0.0
Sports,Cycling,254.37,0.21
Beauty,Fragrances,129.55,0.08
Sports,Water Sports,473.29,0.0
Sports,Fitness Equipment,263.39,0.2
Beauty,Fragrances,126.44,0.0
Sports,Water Sports,306.78,0.27
Clothing,Shoes,206.98,0.0
Home & Garden,Storage,661.46,0.0
Home & Garden,Home Decor,652.37,0.14
Sports,Fitness Equipment,174.76,0.0
Clothing,Sportswear,280.32,0.2
Clothing,Mens Shirts,166.64,0.0
Home & Garden,Gardening Tools,119.02,0.33
Sports,Cycling,245.57,0.0
Books,Non-Fiction,41.47,0.0
Electronics,Headphones,1350.39,0.0
Home & Garden,Gardening Tools,545.25,0.14
Beauty,Hair Care,31.29,0.0
Clothing,Shoes,116.15,0.0
Electronics,Headphones,1872.72,0.09
Home & Garden,Storage,98.41,0.17
Beauty,Skincare,142.61,0.0
Home & Garden,Gardening Tools,80.63,0.0
Beauty,Makeup,17.02,0.27
Electronics,Smartphones,968.09,0.0
Electronics,Smartphones,234.8,0.0
Electronics,Smartphones,354.82,0.0
Books,Fiction,27.82,0.0
Books,Comics,58.04,0.0
Beauty,Hair Care,43.16,0.0
Books,Fiction,17.78,0.49
Clothing,Womens Dresses,224.76,0.06
Books,Comics,39.81,0.05
Beauty,Makeup,22.82,0.0
Electronics,Tablets,1652.19,0.42
Electronics,Smart Watches,1169.22,0.0
Books,Magazines,24.99,0.0
Sports,Water Sports,375.28,0.0
Sports,Winter Sports,174.55,0.0
Clothing,Shoes,162.79,0.42
Clothing,Accessories,47.09,0.0
Home & Garden,Furniture,693.57,0.0
Sports,Outdoor Gear,285.7,0.0
Clothing,Womens Dresses,83.51,0.12
Beauty,Personal Care,38.25,0.0
Clothing,Accessories,283.32,0.0
Beauty,Fragrances,72.88,0.0
Books,Children Books,49.22,0.0
Home & Garden,Gardening Tools,711.21,0.0
Electronics,Tablets,308.52,0.0
Clothing,Jeans,270.0,0.0
Home & Garden,Home Decor,164.17,0.0
Sports,Water Sports,434.3,0.0
Books,Children Books,47.65,0.0
Electronics,Smart Watches,448.78,0.0
Electronics,Tablets,700.07,0.0
Home & Garden,Furniture,741.22,0.0
Beauty,Makeup,62.76,0.0
Beauty,Fragrances,61.34,0.47
Electronics,Gaming Consoles,479.36,0.0
Home & Garden,Gardening Tools,782.3,0.16
Books,Educational,31.38,0.0
Electronics,Laptops,1328.24,0.0
Beauty,Personal Care,37.65,0.0
Home & Garden,Home Decor,706.27,0.0
Sports,Cycling,221.48,0.19
Books,Magazines,55.66,0.0
Electronics,Smart Watches,346.49,0.47
Books,Non-Fiction,53.29,0.29
Clothing,Accessories,22.34,0.0
Home & Garden,Storage,413.71,0.0
Clothing,Womens Dresses,148.89,0.0
Clothing,Sportswear,94.48,0.0
Beauty,Personal Care,110.06,0.0
Clothing,Jeans,244.17,0.0
Home & Garden,Furniture,65.03,0.13
Sports,Winter Sports,364.17,0.34
Sports,Outdoor Gear,91.91,0.06
Electronics,Smartphones,1939.31,0.2
Books,Educational,27.36,0.07
Electronics,Headphones,1552.29,0.0
Electronics,Tablets,161.41,0.0
Clothing,Shoes,235.97,0.09
Books,Fiction,47.6,0.0
Home & Garden,Storage,245.56,0.0
Clothing,Shoes,168.96,0.0
Books,Fiction,18.7,0.0
Books,Children Books,52.89,0.0
Home & Garden,Furniture,678.05,0.0
Electronics,Gaming Consoles,1111.77,0.36
Sports,Cycling,429.46,0.0
Electronics,Smartphones,945.52,0.15
Electronics,Smartphones,1352.34,0.0
Sports,Outdoor Gear,491.63,0.0
Books,Educational,34.97,0.36
Beauty,Personal Care,58.93,0.0
Sports,Water Sports,371.21,0.0
Beauty,Fragrances,141.39,0.0
Electronics,Laptops,183.99,0.0
Electronics,Tablets,1095.07,0.0
Clothing,Sportswear,92.33,0.0
Electronics,Headphones,1613.37,0.0
Books,Educational,45.55,0.0
Home & Garden,Bedding,270.04,0.0
Sports,Winter Sports,462.36,0.08
Electronics,Laptops,126.57,0.46
Electronics,Laptops,390.82,0.0
Sports,Winter Sports,453.42,0.0
Electronics,Gaming Consoles,1014.02,0.0
Electronics,Gaming Consoles,1744.16,0.0
Sports,Outdoor Gear,498.01,0.11
Sports,Winter Sports,379.58,0.0
Beauty,Personal Care,47.02,0.0
Sports,Fitness Equipment,377.84,0.14
Books,Children Books,38.07,0.0
Beauty,Beauty Tools,85.6,0.0
Beauty,Skincare,77.63,0.0
Electronics,Headphones,1475.19,0.0
Clothing,Shoes,126.93,0.0
Beauty,Personal Care,74.64,0.07
Sports,Winter Sports,36.4,0.16
Clothing,Mens Shirts,192.37,0.09
Clothing,Mens Shirts,221.76,0.0
Home & Garden,Bedding,100.99,0.0
Sports,Fitness Equipment,101.32,0.0
Sports,Winter Sports,355.55,0.0
Home & Garden,Storage,164.71,0.0
Sports,Fitness Equipment,277.67,0.14
Sports,Fitness Equipment,482.53,0.0
Electronics,Headphones,1014.92,0.0
Books,Magazines,52.33,0.0
Books,Magazines,34.86,0.15
Beauty,Hair Care,61.83,0.06
Beauty,Beauty Tools,32.57,0.0
Electronics,Headphones,1250.07,0.07
Beauty,Fragrances,137.54,0.11
Electronics,Smartphones,392.21,0.07
Electronics,Tablets,1973.95,0.09
Beauty,Skincare,45.45,0.0
Sports,Water Sports,214.53,0.0
Home & Garden,Kitchen Appliances,241.6,0.0
Clothing,Mens Shirts,192.28,0.4
Electronics,Laptops,1668.0,0.0
Books,Non-Fiction,51.25,0.0
Sports,Team Sports,58.5,0.0
Home & Garden,Storage,767.92,0.0
Books,Children Books,32.22,0.0
Sports,Outdoor Gear,104.34,0.2
Electronics,Tablets,1917.97,0.11
Books,Fiction,12.44,0.16
Electronics,Laptops,509.58,0.0
Books,Educational,53.53,0.17
Beauty,Hair Care,73.31,0.0
Beauty,Beauty Tools,112.29,0.0
Electronics,Tablets,575.51,0.0
Home & Garden,Furniture,613.67,0.0
Home & Garden,Bedding,227.16,0.0
Sports,Fitness Equipment,133.5,0.0
Home & Garden,Gardening Tools,340.04,0.16
Electronics,Smartphones,1104.36,0.0
Beauty,Skincare,74.54,0.0
Sports,Winter Sports,293.53,0.0
Books,Children Books,49.06,0.0
Clothing,Sportswear,210.73,0.0
Sports,Outdoor Gear,417.7,0.18
Books,Non-Fiction,54.79,0.0
Beauty,Hair Care,55.9,0.0
Books,Magazines,25.99,0.0
Books,Educational,41.69,0.13
Books,Fiction,26.91,0.0
Electronics,Smartphones,1382.19,0.0
Beauty,Makeup,91.2,0.0
Electronics,Headphones,1085.18,0.0
Electronics,Smart Watches,1161.28,0.09
Home & Garden,Kitchen Appliances,674.29,0.17
Books,Magazines,43.09,0.0
Home & Garden,Home Decor,559.65,0.08
Sports,Water Sports,36.37,0.0
Electronics,Tablets,124.5,0.0
Clothing,Jeans,163.14,0.0
Home & Garden,Gardening Tools,704.33,0.0
Books,Non-Fiction,34.66,0.0
Electronics,Headphones,1021.35,0.0
Beauty,Fragrances,62.11,0.0
Sports,Winter Sports,66.14,0.38
Beauty,Personal Care,71.97,0.18
Books,Educational,22.78,0.0
Clothing,Jeans,244.59,0.06
Beauty,Fragrances,74.19,0.0
Electronics,Laptops,123.26,0.0
Electronics,Smart Watches,1764.41,0.0
Books,Comics,11.43,0.0
Beauty,Personal Care,27.73,0.42
Home & Garden,Storage,723.75,0.0
Home & Garden,Storage,673.82,0.0
Beauty,Hair Care,107.72,0.0
Home & Garden,Furniture,429.24,0.0
Clothing,Mens Shirts,62.45,0.0
Beauty,Beauty Tools,20.25,0.07
Clothing,Accessories,85.85,0.0
Beauty,Personal Care,56.54,0.47
Sports,Team Sports,221.95,0.0
Clothing,Mens Shirts,255.49,0.0
Electronics,Laptops,1070.63,0.0
Home & Garden,Gardening Tools,719.66,0.0
Books,Comics,11.1,0.13
Clothing,Womens Dresses,85.31,0.09
Clothing,Shoes,231.71,0.0
Books,Magazines,11.69,0.0
Clothing,Accessories,17.59,0.45
Books,Non-Fiction,47.79,0.17
Electronics,Tablets,1580.89,0.0
Sports,Team Sports,144.82,0.14
Clothing,Jeans,127.52,0.0
Clothing,Jeans,101.5,0.0
Electronics,Smartphones,679.77,0.0
Clothing,Mens Shirts,123.63,0.0
Electronics,Laptops,1456.06,0.31
Clothing,Shoes,261.82,0.0
Clothing,Womens Dresses,107.16,0.0
Clothing,Sportswear,270.08,0.0
Electronics,Tablets,641.41,0.0
Home & Garden,Storage,666.53,0.0
Sports,Team Sports,445.06,0.18
Clothing,Shoes,96.4,0.1
Home & Garden,Kitchen Appliances,650.55,0.0
Electronics,Headphones,1318.68,0.0
Beauty,Beauty Tools,87.61,0.0
Books,Fiction,16.24,0.16
Beauty,Skincare,145.57,0.0
Clothing,Womens Dresses,293.57,0.0
Books,Magazines,41.45,0.27
Home & Garden,Kitchen Appliances,476.45,0.0
Books,Children Books,12.98,0.0
Home & Garden,Furniture,138.74,0.0
Clothing,Accessories,55.64,0.0
Electronics,Gaming Consoles,1822.98,0.0
Electronics,Tablets,1677.41,0.3
Electronics,Gaming Consoles,550.71,0.0
Clothing,Mens Shirts,152.67,0.0
Home & Garden,Bedding,751.55,0.0
Beauty,Beauty Tools,148.7,0.17
Electronics,Smartphones,352.14,0.16
Sports,Cycling,85.03,0.06
Books,Educational,46.92,0.0
Clothing,Jeans,102.44,0.12
Sports,Cycling,423.46,0.18
Beauty,Makeup,52.19,0.0
Sports,Fitness Equipment,171.95,0.07
Beauty,Hair Care,100.91,0.0
Electronics,Tablets,680.88,0.0
Clothing,Jeans,131.82,0.0
Sports,Water Sports,491.7,0.13
Home & Garden,Home Decor,50.78,0.0
Books,Non-Fiction,10.09,0.0
Sports,Cycling,405.87,0.0
Beauty,Makeup,49.69,0.19
Electronics,Tablets,1036.97,0.17
Beauty,Personal Care,68.65,0.0
Books,Non-Fiction,53.85,0.0
Sports,Winter Sports,396.63,0.0
Home & Garden,Furniture,184.79,0.0
Books,Comics,40.54,0.0
Beauty,Skincare,92.38,0.0
Beauty,Skincare,132.27,0.0
Beauty,Skincare,126.93,0.0
Beauty,Beauty Tools,78.79,0.09
Home & Garden,Furniture,119.38,0.39
Sports,Team Sports,185.55,0.0
Clothing,Mens Shirts,223.75,0.05
Beauty,Fragrances,70.26,0.0
Electronics,Tablets,1119.75,0.0
Home & Garden,Kitchen Appliances,207.83,0.0
Beauty,Fragrances,106.34,0.0
Books,Comics,54.58,0.0
Sports,Outdoor Gear,396.35,0.0
Books,Educational,23.85,0.0
Books,Non-Fiction,10.53,0.09
Books,Magazines,35.07,0.0
Sports,Winter Sports,333.02,0.0
Sports,Water Sports,50.95,0.07
Clothing,Accessories,169.65,0.27
Electronics,Laptops,120.86,0.0
Electronics,Smartphones,1533.74,0.16
Clothing,Mens Shirts,89.14,0.0
Books,Comics,10.19,0.0
Electronics,Smart Watches,204.54,0.0
Electronics,Smart Watches,789.13,0.19
Home & Garden,Bedding,235.41,0.0
Home & Garden,Home Decor,720.08,0.2
Books,Magazines,46.3,0.34
Electronics,Gaming Consoles,871.43,0.11
Clothing,Jeans,44.67,0.0
Beauty,Beauty Tools,106.69,0.41
Clothing,Jeans,39.58,0.09
Books,Comics,43.86,0.0
Clothing,Womens Dresses,114.25,0.17
Electronics,Headphones,440.3,0.0
Electronics,Smart Watches,1133.45,0.0
Home & Garden,Gardening Tools,694.93,0.0
Home & Garden,Kitchen Appliances,423.62,0.16
Books,Magazines,30.45,0.0
Beauty,Beauty Tools,58.38,0.0
Electronics,Smartphones,200.26,0.0
Beauty,Skincare,97.62,0.0
Books,Magazines,24.63,0.0
Sports,Cycling,98.4,0.49
Books,Non-Fiction,22.61,0.12
Electronics,Smartphones,695.28,0.27
Books,Fiction,48.19,0.11
Clothing,Womens Dresses,140.02,0.0
Beauty,Fragrances,75.72,0.0
Home & Garden,Home Decor,60.53,0.0
Clothing,Sportswear,88.59,0.0
Home & Garden,Home Decor,183.89,0.18
Beauty,Fragrances,66.23,0.15
Electronics,Tablets,1149.59,0.0
Electronics,Smart Watches,1291.0,0.0
Beauty,Hair Care,109.14,0.15
Home & Garden,Kitchen Appliances,437.14,0.13
Electronics,Headphones,327.17,0.0
Books,Children Books,20.61,0.0
Books,Non-Fiction,31.13,0.0
Electronics,Tablets,171.47,0.1
Beauty,Makeup,111.55,0.0
Clothing,Sportswear,90.8,0.0
Books,Children Books,14.8,0.0
Sports,Winter Sports,362.09,0.0
Electronics,Smart Watches,766.19,0.0
Books,Children Books,48.34,0.0
Sports,Winter Sports,98.03,0.0
Clothing,Sportswear,156.69,0.08
Electronics,Smartphones,1516.01,0.0
Books,Non-Fiction,39.5,0.0
Home & Garden,Bedding,124.84,0.08
Beauty,Fragrances,145.79,0.0
Clothing,Jeans,244.55,0.0
Sports,Cycling,490.5,0.27
Books,Magazines,11.19,0.0
Beauty,Skincare,15.55,0.0
Home & Garden,Furniture,484.63,0.0
Sports,Cycling,158.48,0.0
Home & Garden,Gardening Tools,276.43,0.29
Home & Garden,Gardening Tools,798.15,0.08
Home & Garden,Gardening Tools,238.35,0.0
Books,Educational,45.19,0.0
Electronics,Tablets,1879.72,0.0
Clothing,Mens Shirts,110.81,0.0
Beauty,Fragrances,41.1,0.0
Clothing,Mens Shirts,289.75,0.0
Sports,Water Sports,215.07,0.0
Home & Garden,Home Decor,305.76,0.0
Clothing,Womens Dresses,109.11,0.06
Sports,Fitness Equipment,479.79,0.0
Books,Children Books,57.93,0.0
Clothing,Jeans,20.14,0.0
Beauty,Fragrances,66.12,0.0
Electronics,Smartphones,1945.5,0.0
Books,Magazines,35.95,0.09
Books,Fiction,54.34,0.0
Books,Non-Fiction,50.48,0.0
Clothing,Jeans,24.31,0.37
Beauty,Makeup,101.94,0.0
Home & Garden,Bedding,603.57,0.0
Electronics,Gaming Consoles,1973.51,0.0
Books,Non-Fiction,11.46,0.26
Clothing,Sportswear,231.61,0.18
Home & Garden,Bedding,738.26,0.0
Sports,Cycling,295.89,0.17
Books,Magazines,8.2,0.0
Sports,Fitness Equipment,98.59,0.0
Clothing,Womens Dresses,130.56,0.0
Beauty,Fragrances,14.26,0.0
Beauty,Beauty Tools,14.32,0.0
Clothing,Jeans,179.68,0.07
Clothing,Shoes,265.69,0.07
Sports,Team Sports,307.8,0.0
Home & Garden,Kitchen Appliances,406.21,0.18
Home & Garden,Kitchen Appliances,467.38,0.0
Sports,Water Sports,280.71,0.15
Sports,Team Sports,421.22,0.17
Sports,Cycling,133.03,0.0
Beauty,Hair Care,11.7,0.0
Sports,Winter Sports,258.95,0.43
Clothing,Mens Shirts,67.78,0.0
Electronics,Gaming Consoles,275.02,0.15
Books,Non-Fiction,57.18,0.0
Home & Garden,Home Decor,680.03,0.47
Beauty,Skincare,19.22,0.0
Books,Comics,45.69,0.16
Electronics,Laptops,1083.18,0.0
Beauty,Personal Care,121.04,0.13
Clothing,Mens Shirts,118.53,0.0
Beauty,Beauty Tools,79.86,0.0
Home & Garden,Home Decor,716.78,0.0
Beauty,Fragrances,103.11,0.0
Home & Garden,Bedding,729.23,0.0
Beauty,Hair Care,110.46,0.0
Home & Garden,Bedding,753.73,0.17
Clothing,Mens Shirts,21.63,0.0
Beauty,Skincare,96.71,0.0
Books,Children Books,57.91,0.0
Sports,Winter Sports,422.31,0.0
Sports,Water Sports,40.42,0.13
Home & Garden,Gardening Tools,363.0,0.0
Beauty,Beauty Tools,122.93,0.0
Beauty,Hair Care,148.89,0.0
Sports,Cycling,128.5,0.0
Beauty,Fragrances,62.04,0.0
Sports,Team Sports,399.0,0.0
Clothing,Womens Dresses,20.8,0.0
Clothing,Womens Dresses,108.18,0.0
Home & Garden,Kitchen Appliances,177.02,0.0
Sports,Fitness Equipment,455.4,0.27
Electronics,Gaming Consoles,680.87,0.0
Beauty,Personal Care,103.61,0.14
Electronics,Gaming Consoles,815.82,0.0
Beauty,Beauty Tools,108.72,0.0
Clothing,Jeans,136.53,0.0
Clothing,Accessories,287.22,0.48
Electronics,Headphones,295.31,0.0
Home & Garden,Kitchen Appliances,797.76,0.32
Clothing,Accessories,17.72,0.0
Sports,Winter Sports,267.24,0.1
Books,Educational,30.28,0.0
Electronics,Gaming Consoles,1448.94,0.0
Home & Garden,Gardening Tools,194.41,0.0
Beauty,Makeup,66.28,0.0
Electronics,Laptops,1612.76,0.18
Home & Garden,Furniture,309.1,0.0
Electronics,Smartphones,1281.86,0.0
Books,Magazines,14.2,0.33
Sports,Water Sports,444.65,0.22
Sports,Fitness Equipment,398.99,0.14
Sports,Fitness Equipment,283.21,0.0
Clothing,Mens Shirts,138.15,0.0
Sports,Team Sports,121.77,0.0
Books,Non-Fiction,45.56,0.26
Clothing,Jeans,138.88,0.0
Clothing,Shoes,61.35,0.0
Electronics,Gaming Consoles,1618.2,0.0
Beauty,Makeup,78.81,0.0
Electronics,Gaming Consoles,474.67,0.0
Sports,Cycling,303.46,0.17
Home & Garden,Kitchen Appliances,225.97,0.08
Books,Children Books,54.89,0.0
Books,Comics,35.75,0.09
Clothing,Mens Shirts,137.83,0.0
Books,Educational,31.58,0.0
Beauty,Personal Care,81.22,0.0
Beauty,Fragrances,75.62,0.0
Sports,Water Sports,164.65,0.1
Sports,Outdoor Gear,256.36,0.4
Books,Comics,30.13,0.0
Books,Fiction,23.65,0.0
Sports,Winter Sports,392.95,0.0
Books,Fiction,23.26,0.0
Clothing,Shoes,273.75,0.0
Electronics,Gaming Consoles,1016.65,0.17
Clothing,Shoes,23.31,0.0
Clothing,Accessories,229.52,0.49
Electronics,Smart Watches,1741.22,0.16
Beauty,Skincare,120.98,0.0
Electronics,Headphones,1976.63,0.0
Electronics,Gaming Consoles,1381.1,0.0
Books,Children Books,32.83,0.0
Electronics,Headphones,816.98,0.0
Electronics,Gaming Consoles,1766.31,0.18
Home & Garden,Furniture,75.77,0.0
Home & Garden,Furniture,764.47,0.13
Sports,Water Sports,467.03,0.0
Sports,Cycling,73.94,0.0
Beauty,Skincare,53.31,0.0
Sports,Outdoor Gear,175.46,0.2
Sports,Cycling,220.59,0.0
Beauty,Fragrances,57.84,0.11
Home & Garden,Gardening Tools,229.51,0.0
Books,Fiction,18.08,0.32
Sports,Water Sports,337.97,0.14
Home & Garden,Gardening Tools,519.57,0.0
Sports,Cycling,306.6,0.0
Electronics,Gaming Consoles,654.09,0.0
Books,Children Books,49.75,0.43
Home & Garden,Furniture,482.5,0.0
Sports,Outdoor Gear,467.97,0.27
Clothing,Mens Shirts,211.83,0.0
Electronics,Smartphones,1697.99,0.0
Sports,Cycling,407.81,0.0
Beauty,Makeup,130.89,0.0
Home & Garden,Home Decor,316.37,0.0
Home & Garden,Storage,37.55,0.19
Clothing,Sportswear,152.88,0.0
Home & Garden,Storage,236.95,0.0
Beauty,Fragrances,91.03,0.0
Beauty,Personal Care,93.33,0.14
Home & Garden,Storage,268.58,0.0
Beauty,Hair Care,133.1,0.16
Beauty,Personal Care,114.24,0.0
Electronics,Gaming Consoles,476.6,0.09
Electronics,Laptops,825.84,0.0
Clothing,Shoes,71.0,0.0
Home & Garden,Kitchen Appliances,214.97,0.0
Home & Garden,Kitchen Appliances,456.93,0.16
Clothing,Mens Shirts,259.17,0.0
Sports,Water Sports,249.23,0.0
Electronics,Smartphones,1969.43,0.0
Books,Comics,42.06,0.0
Clothing,Shoes,87.97,0.0
Electronics,Gaming Consoles,1843.09,0.31
Books,Magazines,28.9,0.0
Clothing,Mens Shirts,100.84,0.0
Electronics,Gaming Consoles,667.09,0.25
Electronics,Laptops,1229.89,0.0
Electronics,Tablets,1309.33,0.0
Electronics,Laptops,1268.35,0.0
Beauty,Personal Care,48.12,0.0
Clothing,Shoes,209.56,0.0
Home & Garden,Home Decor,718.18,0.07
Books,Comics,35.93,0.0
Electronics,Tablets,1106.43,0.0
Clothing,Sportswear,88.12,0.0
Electronics,Laptops,927.33,0.2
Sports,Team Sports,115.84,0.19
Home & Garden,Home Decor,588.86,0.0
Home & Garden,Furniture,170.88,0.0
Clothing,Sportswear,152.95,0.09
Clothing,Jeans,203.58,0.18
Home & Garden,Home Decor,50.75,0.0
Clothing,Accessories,274.07,0.18
Clothing,Mens Shirts,29.01,0.09
Electronics,Headphones,1353.01,0.0
Home & Garden,Bedding,656.99,0.0
Beauty,Beauty Tools,129.46,0.0
Books,Non-Fiction,59.81,0.35
Books,Fiction,25.81,0.0
Sports,Cycling,92.54,0.0
Books,Fiction,49.88,0.0
Sports,Team Sports,419.33,0.38
Home & Garden,Furniture,174.03,0.0
Sports,Water Sports,211.24,0.3
Beauty,Skincare,10.03,0.0
Books,Comics,22.83,0.0
Sports,Team Sports,57.52,0.1
Beauty,Fragrances,31.55,0.0
Home & Garden,Furniture,513.2,0.05
Sports,Cycling,114.31,0.0
Books,Magazines,33.94,0.0
Home & Garden,Bedding,113.03,0.0
Clothing,Accessories,190.78,0.0
Beauty,Fragrances,13.34,0.0
Electronics,Gaming Consoles,551.38,0.0
Clothing,Mens Shirts,31.96,0.0
Electronics,Gaming Consoles,1621.06,0.0
Beauty,Personal Care,46.43,0.5
Electronics,Headphones,1030.3,0.0
Clothing,Sportswear,275.27,0.0
Home & Garden,Gardening Tools,230.22,0.0
Books,Comics,13.56,0.0
Beauty,Beauty Tools,12.54,0.0
Electronics,Smart Watches,1087.15,0.0
Books,Non-Fiction,34.26,0.14
Home & Garden,Gardening Tools,588.22,0.07
Home & Garden,Kitchen Appliances,26.32,0.16
Sports,Team Sports,95.96,0.0
Home & Garden,Furniture,340.35,0.0
Beauty,Fragrances,59.17,0.27
Home & Garden,Gardening Tools,489.21,0.0
Books,Non-Fiction,57.12,0.12
Books,Educational,47.0,0.16
Home & Garden,Storage,426.85,0.0
Sports,Team Sports,216.2,0.0
Home & Garden,Gardening Tools,527.68,0.0
Electronics,Laptops,742.24,0.0
Home & Garden,Gardening Tools,99.87,0.29
Clothing,Shoes,217.15,0.0
Beauty,Hair Care,92.23,0.34
Electronics,Laptops,586.99,0.0
Home & Garden,Home Decor,780.31,0.0
Sports,Water Sports,386.97,0.0
Books,Magazines,53.73,0.0
Books,Fiction,18.88,0.15
Beauty,Personal Care,74.25,0.34
Clothing,Sportswear,58.65,0.0
Clothing,Sportswear,64.73,0.0
Sports,Winter Sports,208.49,0.0
Books,Comics,13.21,0.0
Clothing,Womens Dresses,211.62,0.0
Clothing,Sportswear,61.72,0.0
Sports,Team Sports,196.88,0.0
Sports,Winter Sports,239.64,0.0
Sports,Cycling,99.53,0.0
Clothing,Jeans,153.0,0.14
Clothing,Sportswear,254.65,0.0
Sports,Winter Sports,197.06,0.38
Books,Educational,17.28,0.0
Beauty,Personal Care,13.36,0.0
Clothing,Womens Dresses,162.63,0.0
Books,Educational,39.04,0.0
Sports,Cycling,295.51,0.0
Home & Garden,Home Decor,300.55,0.0
Clothing,Womens Dresses,207.02,0.0
Electronics,Tablets,804.75,0.12
Books,Comics,44.04,0.0
Beauty,Hair Care,144.95,0.0
Home & Garden,Storage,558.2,0.06
Electronics,Smart Watches,1367.83,0.0
Home & Garden,Kitchen Appliances,493.25,0.0
Clothing,Accessories,255.0,0.0
Home & Garden,Furniture,161.66,0.0
Electronics,Headphones,1064.35,0.0
Clothing,Mens Shirts,76.57,0.0
Sports,Cycling,485.25,0.0
Clothing,Womens Dresses,220.38,0.0
Beauty,Beauty Tools,94.15,0.08
Electronics,Smart Watches,1143.05,0.0
Sports,Winter Sports,348.11,0.0
Electronics,Smart Watches,97.42,0.0
Home & Garden,Storage,632.45,0.06
Clothing,Womens Dresses,224.0,0.14
Electronics,Smartphones,361.35,0.0
Sports,Outdoor Gear,29.32,0.15
Sports,Winter Sports,251.12,0.0
Home & Garden,Kitchen Appliances,252.11,0.0
Beauty,Beauty Tools,28.45,0.0
Sports,Fitness Equipment,478.47,0.0
Electronics,Smartphones,1020.25,0.0
Electronics,Smart Watches,1280.72,0.0
Beauty,Hair Care,76.45,0.47
Electronics,Tablets,1509.11,0.38
Sports,Outdoor Gear,147.67,0.06
Clothing,Sportswear,55.22,0.0
Clothing,Jeans,64.52,0.0
Home & Garden,Bedding,53.85,0.19
Sports,Team Sports,62.05,0.18
Clothing,Accessories,57.54,0.19
Beauty,Makeup,59.42,0.0
Beauty,Makeup,124.08,0.09
Clothing,Womens Dresses,69.81,0.0
Electronics,Headphones,1476.42,0.0
Sports,Water Sports,401.2,0.5
Electronics,Smart Watches,897.34,0.08
Beauty,Makeup,138.35,0.0
Home & Garden,Storage,277.52,0.0
Electronics,Smart Watches,1761.77,0.05
Electronics,Tablets,1669.71,0.39
Clothing,Accessories,242.05,0.0
Beauty,Makeup,142.99,0.1
Electronics,Smart Watches,1997.86,0.0
Books,Non-Fiction,29.24,0.0
Home & Garden,Kitchen Appliances,39.85,0.0
Books,Non-Fiction,34.95,0.0
Electronics,Laptops,297.4,0.1
Electronics,Laptops,1991.36,0.1
Sports,Fitness Equipment,281.1,0.0
Clothing,Shoes,265.92,0.0
Electronics,Tablets,724.37,0.0
Home & Garden,Bedding,728.25,0.0
Clothing,Womens Dresses,111.56,0.0
Electronics,Tablets,1027.96,0.0
Electronics,Laptops,344.93,0.5
Beauty,Beauty Tools,20.78,0.0
Clothing,Shoes,246.14,0.0
Electronics,Gaming Consoles,1783.55,0.15
Home & Garden,Gardening Tools,718.15,0.12
Books,Fiction,34.29,0.0
Beauty,Beauty Tools,108.11,0.35
Beauty,Skincare,85.85,0.0
Books,Non-Fiction,11.23,0.0
Beauty,Beauty Tools,143.25,0.0
Clothing,Accessories,68.84,0.0
Electronics,Smart Watches,1416.89,0.0
Clothing,Womens Dresses,151.96,0.14
Home & Garden,Kitchen Appliances,703.19,0.16
Clothing,Accessories,131.62,0.09
Beauty,Skincare,54.01,0.0
Books,Non-Fiction,19.15,0.05
Clothing,Sportswear,64.24,0.0
Sports,Outdoor Gear,396.13,0.32
Clothing,Womens Dresses,83.74,0.18
Electronics,Smart Watches,1081.43,0.0
Sports,Water Sports,89.99,0.0
Home & Garden,Kitchen Appliances,730.44,0.0
Books,Non-Fiction,40.25,0.0
Beauty,Makeup,83.11,0.0
